species,type,genus,name,hexcode,species_name,decade,pct_abundance,species_id,bar_order
Rabilimis mirabilis ,Ostracode,Rabilimis,Ostracode,#e7f0e7,NA,800,1.2956810631229239,species_30,4
Robertinoides,Foram,Robertinoides,Foram,#e7f0e7,NA,800,0,species_50,4
Robertsonites tuberc,Ostracode,Robertsonites,Ostracode,#e7f0e7,NA,800,0,species_57,4
Roundstonia globulif,Ostracode,Roundstonia,Ostracode,#e7f0e7,NA,800,1.4285714285714288,species_35,4
Sarsicytheridea brad,Ostracode,Sarsicytheridea,Ostracode,#e7f0e7,NA,800,4.202657807308971,species_38,4
Schizocythere ikeyai,Ostracode,Schizocythere,Ostracode,#e7f0e7,NA,800,0,species_59,4
Sclerochilus spp....,Ostracode,Sclerochilus,Ostracode,#e7f0e7,NA,800,0,species_54,4
Semicytherura compla,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,800,2.5000000000000004,species_31,4
Semicytherura spp...,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,800,0,species_42,4
Spiroplectammina biformis,Foram,Spiroplectammina,Spiroplectammina,#dd605a,S. biformis,800,9.31174165486962,species_11,6
Spiroplectammina earlandi,Foram,Spiroplectammina,Spiroplectammina,#dd605a,NA,800,0,species_51,6
Stainforthia loeblichi,Foram,Stainforthia,Foram,#e7f0e7,NA,800,0.9924963924963927,species_12,4
Stanforthia feylingi,Foram,Stanforthia,Foram,#e7f0e7,NA,800,6.002655191043817,species_13,4
Textularia torquata,Foram,Textularia,Foram,#e7f0e7,NA,800,0.2404761904761905,species_44,4
Triloculina frigida,Foram,Triloculina,Foram,#e7f0e7,NA,800,0.05000000000000001,species_14,4
Trochammina,Foram,Trochammina,Foram,#e7f0e7,NA,800,0.43265628526292044,species_15,4
Acanthocythereis dun,Ostracode,Acanthocythereis,Ostracode,#e7f0e7,NA,900,0.769230769230769,species_16,4
Agglutinated indet.,Foram,Agglutinated,Foram,#e7f0e7,NA,900,0,species_45,4
Argilloecia spp....6,Ostracode,Argilloecia,Ostracode,#e7f0e7,NA,900,0.5428432327166504,species_47,4
Biserial Foram,Foram,Biserial,Foram,#e7f0e7,NA,900,0.10842490842490839,species_48,4
Bolivina arctica,Foram,Bolivina,Foram,#e7f0e7,NA,900,0,species_62,4
Buccella frigida,Foram,Buccella,Foram,#e7f0e7,NA,900,0.8764468907160001,species_1,4
Bythocythere constri,Ostracode,Bythocythere,Ostracode,#e7f0e7,NA,900,0,species_17,4
Cassidulina reniforme,Foram,Cassidulina,Cassidulina,#3c475a,C. reniforme,900,18.047984375319633,species_2,2
Cassidulina teretis,Foram,Cassidulina,Cassidulina,#3c475a,NA,900,8.962686277453386,species_3,2
Cluthia cluthae (Bra,Ostracode,Cluthia,Ostracode,#e7f0e7,NA,900,0.9274586173320349,species_18,4
Cyclogyra,Foram,Cyclogyra,Foram,#e7f0e7,NA,900,0.04830917874396134,species_39,4
Cytheromorpha macche,Ostracode,Cytheromorpha,Ostracode,#e7f0e7,NA,900,0.1582278481012658,species_32,4
Cytheropteron arctic,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,900,0,species_55,4
Cytheropteron biconv,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,900,0.9493670886075948,species_40,4
Cytheropteron elaeni,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,900,0.8592989289191819,species_19,4
Cytheropteron inflat,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,900,0,species_52,4
Cytheropteron montro,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,900,0.3164556962025316,species_36,4
Cytheropteron nodoso,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,900,0,species_58,4
Cytheropteron parala,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,900,0,species_53,4
Cytheropteron spp...,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,900,0.1582278481012658,species_37,4
Dentalina,Foram,Dentalina,Foram,#e7f0e7,NA,900,0.038759689922480606,species_49,4
E. subarcticum,Foram,Elphidium,Elphidium,#697a93,NA,900,0.4830917874396134,species_20,1
Elofsonella concinna,Ostracode,Elofsonella,Ostracode,#e7f0e7,NA,900,0.3846153846153845,species_21,4
Elphidiella groenlandica,Foram,Elphidiella,Foram,#e7f0e7,NA,900,0,species_22,4
Elphidium agg. Large,Foram,Elphidium,Elphidium,#697a93,NA,900,0.5984666496294401,species_23,1
Elphidium agg. Small,Foram,Elphidium,Elphidium,#697a93,NA,900,0.8829590041481594,species_24,1
Elphidium bartletti,Foram,Elphidium,Elphidium,#697a93,NA,900,0.8403160612018796,species_4,1
Elphidium excavatum clavatum,Foram,Elphidium,Elphidium,#697a93,E. excavatum,900,9.991848242181343,species_5,1
Elphidium incertum,Foram,Elphidium,Elphidium,#697a93,NA,900,0.5877087200126612,species_6,1
Eucythere sp....85,Ostracode,Eucythere,Ostracode,#e7f0e7,NA,900,0,species_41,4
Haynesina orbicular,Foram,Haynesina,Foram,#e7f0e7,NA,900,2.2617767957892494,species_7,4
Heterocyprideis sorb,Ostracode,Heterocyprideis,Ostracode,#e7f0e7,NA,900,0.1582278481012658,species_33,4
Jonesia acuminata (S,Ostracode,Jonesia,Ostracode,#e7f0e7,NA,900,0,species_60,4
Kotoracythere arctob,Ostracode,Kotoracythere,Kotoracythere,#c49051,K. arctoborealis,900,2.1713729308666014,species_25,5
Lagena mollis,Foram,Lagena,Foram,#e7f0e7,NA,900,0,species_8,4
Nonion agg.,Foram,Nonion,Foram,#e7f0e7,NA,900,0.05128205128205126,species_43,4
Nonion labridoricum,Foram,Nonion,Foram,#e7f0e7,NA,900,0,species_26,4
Normanicythere leiod,Ostracode,Normanicythere,Ostracode,#e7f0e7,NA,900,0.3846153846153845,species_34,4
Other...122,Ostracode,Other,Ostracode,#e7f0e7,NA,900,0,species_56,4
Palmenella limicola ,Ostracode,Palmenella,Ostracode,#e7f0e7,NA,900,0.3164556962025316,species_27,4
Paracyprideis pseudo,Ostracode,Paracyprideis,Paracyprideis,#729C9D,P. pseudopunctillata,900,35.29941577409931,species_28,3
Planktic,Foram,Planktic,Foram,#e7f0e7,NA,900,0,species_46,4
Polymorphinids,Foram,Polymorphinids,Foram,#e7f0e7,NA,900,0.19890997981205208,species_9,4
Pyrgo williamsoni,Foram,Pyrgo,Foram,#e7f0e7,NA,900,0,species_10,4
Quinqueloculina arctica,Foram,Quinqueloculina,Foram,#e7f0e7,NA,900,0,species_61,4
Quinqueloculina seminulem,Foram,Quinqueloculina,Foram,#e7f0e7,NA,900,0.2969210030567201,species_29,4
Rabilimis mirabilis ,Ostracode,Rabilimis,Ostracode,#e7f0e7,NA,900,0.4746835443037974,species_30,4
Robertinoides,Foram,Robertinoides,Foram,#e7f0e7,NA,900,0.0467289719626168,species_50,4
Robertsonites tuberc,Ostracode,Robertsonites,Ostracode,#e7f0e7,NA,900,0,species_57,4
Roundstonia globulif,Ostracode,Roundstonia,Ostracode,#e7f0e7,NA,900,0,species_35,4
Sarsicytheridea brad,Ostracode,Sarsicytheridea,Ostracode,#e7f0e7,NA,900,4.727361246348587,species_38,4
Schizocythere ikeyai,Ostracode,Schizocythere,Ostracode,#e7f0e7,NA,900,0,species_59,4
Sclerochilus spp....,Ostracode,Sclerochilus,Ostracode,#e7f0e7,NA,900,0,species_54,4
Semicytherura compla,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,900,1.4021421616358323,species_31,4
Semicytherura spp...,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,900,0,species_42,4
Spiroplectammina biformis,Foram,Spiroplectammina,Spiroplectammina,#dd605a,S. biformis,900,1.7212079395782367,species_11,6
Spiroplectammina earlandi,Foram,Spiroplectammina,Spiroplectammina,#dd605a,NA,900,0.07751937984496121,species_51,6
Stainforthia loeblichi,Foram,Stainforthia,Foram,#e7f0e7,NA,900,1.159295507114034,species_12,4
Stanforthia feylingi,Foram,Stanforthia,Foram,#e7f0e7,NA,900,2.5810056664180996,species_13,4
Textularia torquata,Foram,Textularia,Foram,#e7f0e7,NA,900,0.09959123002601261,species_44,4
Triloculina frigida,Foram,Triloculina,Foram,#e7f0e7,NA,900,0.038759689922480606,species_14,4
Trochammina,Foram,Trochammina,Foram,#e7f0e7,NA,900,0,species_15,4
Acanthocythereis dun,Ostracode,Acanthocythereis,Ostracode,#e7f0e7,NA,1000,1.8935289618961313,species_16,4
Agglutinated indet.,Foram,Agglutinated,Foram,#e7f0e7,NA,1000,0,species_45,4
Argilloecia spp....6,Ostracode,Argilloecia,Ostracode,#e7f0e7,NA,1000,0.19607843137254902,species_47,4
Biserial Foram,Foram,Biserial,Foram,#e7f0e7,NA,1000,0,species_48,4
Bolivina arctica,Foram,Bolivina,Foram,#e7f0e7,NA,1000,0,species_62,4
Buccella frigida,Foram,Buccella,Foram,#e7f0e7,NA,1000,0.20357690092594358,species_1,4
Bythocythere constri,Ostracode,Bythocythere,Ostracode,#e7f0e7,NA,1000,0,species_17,4
Cassidulina reniforme,Foram,Cassidulina,Cassidulina,#3c475a,C. reniforme,1000,11.01752936934432,species_2,2
Cassidulina teretis,Foram,Cassidulina,Cassidulina,#3c475a,NA,1000,4.123893022792789,species_3,2
Cluthia cluthae (Bra,Ostracode,Cluthia,Ostracode,#e7f0e7,NA,1000,0.6172839506172837,species_18,4
Cyclogyra,Foram,Cyclogyra,Foram,#e7f0e7,NA,1000,0.0510204081632653,species_39,4
Cytheromorpha macche,Ostracode,Cytheromorpha,Ostracode,#e7f0e7,NA,1000,0,species_32,4
Cytheropteron arctic,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1000,0,species_55,4
Cytheropteron biconv,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1000,0.39215686274509803,species_40,4
Cytheropteron elaeni,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1000,2.4826318596924177,species_19,4
Cytheropteron inflat,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1000,0.5899705014749262,species_52,4
Cytheropteron montro,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1000,0.24553184105500608,species_36,4
Cytheropteron nodoso,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1000,0,species_58,4
Cytheropteron parala,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1000,0,species_53,4
Cytheropteron spp...,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1000,0.19607843137254902,species_37,4
Dentalina,Foram,Dentalina,Foram,#e7f0e7,NA,1000,0.0510204081632653,species_49,4
E. subarcticum,Foram,Elphidium,Elphidium,#697a93,NA,1000,0.7042210823723427,species_20,1
Elofsonella concinna,Ostracode,Elofsonella,Ostracode,#e7f0e7,NA,1000,0.6172839506172837,species_21,4
Elphidiella groenlandica,Foram,Elphidiella,Foram,#e7f0e7,NA,1000,0,species_22,4
Elphidium agg. Large,Foram,Elphidium,Elphidium,#697a93,NA,1000,1.0235205193188384,species_23,1
Elphidium agg. Small,Foram,Elphidium,Elphidium,#697a93,NA,1000,0.8639819564189309,species_24,1
Elphidium bartletti,Foram,Elphidium,Elphidium,#697a93,NA,1000,0.10309278350515462,species_4,1
Elphidium excavatum clavatum,Foram,Elphidium,Elphidium,#697a93,E. excavatum,1000,8.61378988750556,species_5,1
Elphidium incertum,Foram,Elphidium,Elphidium,#697a93,NA,1000,0.050505050505050504,species_6,1
Eucythere sp....85,Ostracode,Eucythere,Ostracode,#e7f0e7,NA,1000,0,species_41,4
Haynesina orbicular,Foram,Haynesina,Foram,#e7f0e7,NA,1000,0,species_7,4
Heterocyprideis sorb,Ostracode,Heterocyprideis,Ostracode,#e7f0e7,NA,1000,0,species_33,4
Jonesia acuminata (S,Ostracode,Jonesia,Ostracode,#e7f0e7,NA,1000,0,species_60,4
Kotoracythere arctob,Ostracode,Kotoracythere,Kotoracythere,#c49051,K. arctoborealis,1000,1.9217100147171287,species_25,5
Lagena mollis,Foram,Lagena,Foram,#e7f0e7,NA,1000,0.10056599959571454,species_8,4
Nonion agg.,Foram,Nonion,Foram,#e7f0e7,NA,1000,0.10192966075319014,species_43,4
Nonion labridoricum,Foram,Nonion,Foram,#e7f0e7,NA,1000,0,species_26,4
Normanicythere leiod,Ostracode,Normanicythere,Ostracode,#e7f0e7,NA,1000,0,species_34,4
Other...122,Ostracode,Other,Ostracode,#e7f0e7,NA,1000,0,species_56,4
Palmenella limicola ,Ostracode,Palmenella,Ostracode,#e7f0e7,NA,1000,2.714667643524141,species_27,4
Paracyprideis pseudo,Ostracode,Paracyprideis,Paracyprideis,#729C9D,P. pseudopunctillata,1000,32.67501494206335,species_28,3
Planktic,Foram,Planktic,Foram,#e7f0e7,NA,1000,0.10205144225762781,species_46,4
Polymorphinids,Foram,Polymorphinids,Foram,#e7f0e7,NA,1000,0.2568911559208708,species_9,4
Pyrgo williamsoni,Foram,Pyrgo,Foram,#e7f0e7,NA,1000,0.6233710812243255,species_10,4
Quinqueloculina arctica,Foram,Quinqueloculina,Foram,#e7f0e7,NA,1000,0,species_61,4
Quinqueloculina seminulem,Foram,Quinqueloculina,Foram,#e7f0e7,NA,1000,0.3051129855253566,species_29,4
Rabilimis mirabilis ,Ostracode,Rabilimis,Ostracode,#e7f0e7,NA,1000,1.324830817282665,species_30,4
Robertinoides,Foram,Robertinoides,Foram,#e7f0e7,NA,1000,0.0529100529100529,species_50,4
Robertsonites tuberc,Ostracode,Robertsonites,Ostracode,#e7f0e7,NA,1000,0,species_57,4
Roundstonia globulif,Ostracode,Roundstonia,Ostracode,#e7f0e7,NA,1000,0.19607843137254902,species_35,4
Sarsicytheridea brad,Ostracode,Sarsicytheridea,Ostracode,#e7f0e7,NA,1000,1.4246052403262188,species_38,4
Schizocythere ikeyai,Ostracode,Schizocythere,Ostracode,#e7f0e7,NA,1000,0,species_59,4
Sclerochilus spp....,Ostracode,Sclerochilus,Ostracode,#e7f0e7,NA,1000,0,species_54,4
Semicytherura compla,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,1000,2.5125481198706945,species_31,4
Semicytherura spp...,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,1000,0,species_42,4
Spiroplectammina biformis,Foram,Spiroplectammina,Spiroplectammina,#dd605a,S. biformis,1000,10.860355596992518,species_11,6
Spiroplectammina earlandi,Foram,Spiroplectammina,Spiroplectammina,#dd605a,NA,1000,0,species_51,6
Stainforthia loeblichi,Foram,Stainforthia,Foram,#e7f0e7,NA,1000,1.130714912227517,species_12,4
Stanforthia feylingi,Foram,Stanforthia,Foram,#e7f0e7,NA,1000,9.050611080629272,species_13,4
Textularia torquata,Foram,Textularia,Foram,#e7f0e7,NA,1000,0.4082845259315847,species_44,4
Triloculina frigida,Foram,Triloculina,Foram,#e7f0e7,NA,1000,0.10152545866831579,species_14,4
Trochammina,Foram,Trochammina,Foram,#e7f0e7,NA,1000,0.09952465834818774,species_15,4
Acanthocythereis dun,Ostracode,Acanthocythereis,Ostracode,#e7f0e7,NA,1100,1.6187384044526902,species_16,4
Agglutinated indet.,Foram,Agglutinated,Foram,#e7f0e7,NA,1100,0.15706806282722516,species_45,4
Argilloecia spp....6,Ostracode,Argilloecia,Ostracode,#e7f0e7,NA,1100,0,species_47,4
Biserial Foram,Foram,Biserial,Foram,#e7f0e7,NA,1100,0,species_48,4
Bolivina arctica,Foram,Bolivina,Foram,#e7f0e7,NA,1100,0,species_62,4
Buccella frigida,Foram,Buccella,Foram,#e7f0e7,NA,1100,0.3522989060753329,species_1,4
Bythocythere constri,Ostracode,Bythocythere,Ostracode,#e7f0e7,NA,1100,0,species_17,4
Cassidulina reniforme,Foram,Cassidulina,Cassidulina,#3c475a,C. reniforme,1100,10.057260755216243,species_2,2
Cassidulina teretis,Foram,Cassidulina,Cassidulina,#3c475a,NA,1100,3.280106916912905,species_3,2
Cluthia cluthae (Bra,Ostracode,Cluthia,Ostracode,#e7f0e7,NA,1100,1.6187384044526902,species_18,4
Cyclogyra,Foram,Cyclogyra,Foram,#e7f0e7,NA,1100,0.05102040816326531,species_39,4
Cytheromorpha macche,Ostracode,Cytheromorpha,Ostracode,#e7f0e7,NA,1100,0,species_32,4
Cytheropteron arctic,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1100,0,species_55,4
Cytheropteron biconv,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1100,0,species_40,4
Cytheropteron elaeni,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1100,4.679962894248609,species_19,4
Cytheropteron inflat,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1100,0.25510204081632654,species_52,4
Cytheropteron montro,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1100,0.4545454545454546,species_36,4
Cytheropteron nodoso,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1100,0,species_58,4
Cytheropteron parala,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1100,0.25510204081632654,species_53,4
Cytheropteron spp...,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1100,0,species_37,4
Dentalina,Foram,Dentalina,Foram,#e7f0e7,NA,1100,0.09637661013807805,species_49,4
E. subarcticum,Foram,Elphidium,Elphidium,#697a93,NA,1100,0.9816448430769709,species_20,1
Elofsonella concinna,Ostracode,Elofsonella,Ostracode,#e7f0e7,NA,1100,0,species_21,4
Elphidiella groenlandica,Foram,Elphidiella,Foram,#e7f0e7,NA,1100,0.04587155963302753,species_22,4
Elphidium agg. Large,Foram,Elphidium,Elphidium,#697a93,NA,1100,0.7424661705031811,species_23,1
Elphidium agg. Small,Foram,Elphidium,Elphidium,#697a93,NA,1100,2.7178910505903344,species_24,1
Elphidium bartletti,Foram,Elphidium,Elphidium,#697a93,NA,1100,0.49851537917747646,species_4,1
Elphidium excavatum clavatum,Foram,Elphidium,Elphidium,#697a93,E. excavatum,1100,6.532799276877792,species_5,1
Elphidium incertum,Foram,Elphidium,Elphidium,#697a93,NA,1100,0.1376146788990826,species_6,1
Eucythere sp....85,Ostracode,Eucythere,Ostracode,#e7f0e7,NA,1100,0,species_41,4
Haynesina orbicular,Foram,Haynesina,Foram,#e7f0e7,NA,1100,0.1028610714474589,species_7,4
Heterocyprideis sorb,Ostracode,Heterocyprideis,Ostracode,#e7f0e7,NA,1100,0,species_33,4
Jonesia acuminata (S,Ostracode,Jonesia,Ostracode,#e7f0e7,NA,1100,0,species_60,4
Kotoracythere arctob,Ostracode,Kotoracythere,Kotoracythere,#c49051,K. arctoborealis,1100,2.1846011131725422,species_25,5
Lagena mollis,Foram,Lagena,Foram,#e7f0e7,NA,1100,0.14724718841857318,species_8,4
Nonion agg.,Foram,Nonion,Foram,#e7f0e7,NA,1100,0.2525252525252525,species_43,4
Nonion labridoricum,Foram,Nonion,Foram,#e7f0e7,NA,1100,0.15373164972795403,species_26,4
Normanicythere leiod,Ostracode,Normanicythere,Ostracode,#e7f0e7,NA,1100,0,species_34,4
Other...122,Ostracode,Other,Ostracode,#e7f0e7,NA,1100,0,species_56,4
Palmenella limicola ,Ostracode,Palmenella,Ostracode,#e7f0e7,NA,1100,1.6187384044526902,species_27,4
Paracyprideis pseudo,Ostracode,Paracyprideis,Paracyprideis,#729C9D,P. pseudopunctillata,1100,26.391465677179966,species_28,3
Planktic,Foram,Planktic,Foram,#e7f0e7,NA,1100,0.05102040816326531,species_46,4
Polymorphinids,Foram,Polymorphinids,Foram,#e7f0e7,NA,1100,0.2997930552501543,species_9,4
Pyrgo williamsoni,Foram,Pyrgo,Foram,#e7f0e7,NA,1100,0,species_10,4
Quinqueloculina arctica,Foram,Quinqueloculina,Foram,#e7f0e7,NA,1100,0,species_61,4
Quinqueloculina seminulem,Foram,Quinqueloculina,Foram,#e7f0e7,NA,1100,0.09174311926605506,species_29,4
Rabilimis mirabilis ,Ostracode,Rabilimis,Ostracode,#e7f0e7,NA,1100,0.5102040816326531,species_30,4
Robertinoides,Foram,Robertinoides,Foram,#e7f0e7,NA,1100,0,species_50,4
Robertsonites tuberc,Ostracode,Robertsonites,Ostracode,#e7f0e7,NA,1100,0,species_57,4
Roundstonia globulif,Ostracode,Roundstonia,Ostracode,#e7f0e7,NA,1100,0,species_35,4
Sarsicytheridea brad,Ostracode,Sarsicytheridea,Ostracode,#e7f0e7,NA,1100,3.093692022263451,species_38,4
Schizocythere ikeyai,Ostracode,Schizocythere,Ostracode,#e7f0e7,NA,1100,0,species_59,4
Sclerochilus spp....,Ostracode,Sclerochilus,Ostracode,#e7f0e7,NA,1100,0.5102040816326531,species_54,4
Semicytherura compla,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,1100,6.808905380333953,species_31,4
Semicytherura spp...,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,1100,0,species_42,4
Spiroplectammina biformis,Foram,Spiroplectammina,Spiroplectammina,#dd605a,S. biformis,1100,11.041373051657978,species_11,6
Spiroplectammina earlandi,Foram,Spiroplectammina,Spiroplectammina,#dd605a,NA,1100,0,species_51,6
Stainforthia loeblichi,Foram,Stainforthia,Foram,#e7f0e7,NA,1100,1.0784143139940063,species_12,4
Stanforthia feylingi,Foram,Stanforthia,Foram,#e7f0e7,NA,1100,9.711490329239712,species_13,4
Textularia torquata,Foram,Textularia,Foram,#e7f0e7,NA,1100,0.8531361140362858,species_44,4
Triloculina frigida,Foram,Triloculina,Foram,#e7f0e7,NA,1100,0,species_14,4
Trochammina,Foram,Trochammina,Foram,#e7f0e7,NA,1100,0.5657298281823956,species_15,4
Acanthocythereis dun,Ostracode,Acanthocythereis,Ostracode,#e7f0e7,NA,1200,1.626946909965778,species_16,4
Agglutinated indet.,Foram,Agglutinated,Foram,#e7f0e7,NA,1200,0,species_45,4
Argilloecia spp....6,Ostracode,Argilloecia,Ostracode,#e7f0e7,NA,1200,0.3496503496503497,species_47,4
Biserial Foram,Foram,Biserial,Foram,#e7f0e7,NA,1200,0,species_48,4
Bolivina arctica,Foram,Bolivina,Foram,#e7f0e7,NA,1200,0,species_62,4
Buccella frigida,Foram,Buccella,Foram,#e7f0e7,NA,1200,1.6700589965523944,species_1,4
Bythocythere constri,Ostracode,Bythocythere,Ostracode,#e7f0e7,NA,1200,0.11655011655011654,species_17,4
Cassidulina reniforme,Foram,Cassidulina,Cassidulina,#3c475a,C. reniforme,1200,13.211934361719974,species_2,2
Cassidulina teretis,Foram,Cassidulina,Cassidulina,#3c475a,NA,1200,4.41374102443489,species_3,2
Cluthia cluthae (Bra,Ostracode,Cluthia,Ostracode,#e7f0e7,NA,1200,2.7360154718645284,species_18,4
Cyclogyra,Foram,Cyclogyra,Foram,#e7f0e7,NA,1200,0,species_39,4
Cytheromorpha macche,Ostracode,Cytheromorpha,Ostracode,#e7f0e7,NA,1200,0,species_32,4
Cytheropteron arctic,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1200,0.45045045045045035,species_55,4
Cytheropteron biconv,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1200,0.2331002331002331,species_40,4
Cytheropteron elaeni,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1200,3.2853938514315875,species_19,4
Cytheropteron inflat,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1200,0,species_52,4
Cytheropteron montro,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1200,1.5400840872538986,species_36,4
Cytheropteron nodoso,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1200,0,species_58,4
Cytheropteron parala,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1200,0,species_53,4
Cytheropteron spp...,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1200,0,species_37,4
Dentalina,Foram,Dentalina,Foram,#e7f0e7,NA,1200,0,species_49,4
E. subarcticum,Foram,Elphidium,Elphidium,#697a93,NA,1200,0.5879391362720967,species_20,1
Elofsonella concinna,Ostracode,Elofsonella,Ostracode,#e7f0e7,NA,1200,0,species_21,4
Elphidiella groenlandica,Foram,Elphidiella,Foram,#e7f0e7,NA,1200,0,species_22,4
Elphidium agg. Large,Foram,Elphidium,Elphidium,#697a93,NA,1200,0.42282904735521343,species_23,1
Elphidium agg. Small,Foram,Elphidium,Elphidium,#697a93,NA,1200,1.4855666167140347,species_24,1
Elphidium bartletti,Foram,Elphidium,Elphidium,#697a93,NA,1200,0.830876769650125,species_4,1
Elphidium excavatum clavatum,Foram,Elphidium,Elphidium,#697a93,E. excavatum,1200,6.047076656718752,species_5,1
Elphidium incertum,Foram,Elphidium,Elphidium,#697a93,NA,1200,0.5945790211054368,species_6,1
Eucythere sp....85,Ostracode,Eucythere,Ostracode,#e7f0e7,NA,1200,0,species_41,4
Haynesina orbicular,Foram,Haynesina,Foram,#e7f0e7,NA,1200,0.35778488548549015,species_7,4
Heterocyprideis sorb,Ostracode,Heterocyprideis,Ostracode,#e7f0e7,NA,1200,0,species_33,4
Jonesia acuminata (S,Ostracode,Jonesia,Ostracode,#e7f0e7,NA,1200,0,species_60,4
Kotoracythere arctob,Ostracode,Kotoracythere,Kotoracythere,#c49051,K. arctoborealis,1200,1.429031617710863,species_25,5
Lagena mollis,Foram,Lagena,Foram,#e7f0e7,NA,1200,0,species_8,4
Nonion agg.,Foram,Nonion,Foram,#e7f0e7,NA,1200,0,species_43,4
Nonion labridoricum,Foram,Nonion,Foram,#e7f0e7,NA,1200,0.120217315917235,species_26,4
Normanicythere leiod,Ostracode,Normanicythere,Ostracode,#e7f0e7,NA,1200,0,species_34,4
Other...122,Ostracode,Other,Ostracode,#e7f0e7,NA,1200,0,species_56,4
Palmenella limicola ,Ostracode,Palmenella,Ostracode,#e7f0e7,NA,1200,0.6234331706029819,species_27,4
Paracyprideis pseudo,Ostracode,Paracyprideis,Paracyprideis,#729C9D,P. pseudopunctillata,1200,29.896115273473768,species_28,3
Planktic,Foram,Planktic,Foram,#e7f0e7,NA,1200,0,species_46,4
Polymorphinids,Foram,Polymorphinids,Foram,#e7f0e7,NA,1200,0,species_9,4
Pyrgo williamsoni,Foram,Pyrgo,Foram,#e7f0e7,NA,1200,0,species_10,4
Quinqueloculina arctica,Foram,Quinqueloculina,Foram,#e7f0e7,NA,1200,0,species_61,4
Quinqueloculina seminulem,Foram,Quinqueloculina,Foram,#e7f0e7,NA,1200,0.06157635467980296,species_29,4
Rabilimis mirabilis ,Ostracode,Rabilimis,Ostracode,#e7f0e7,NA,1200,0.11655011655011654,species_30,4
Robertinoides,Foram,Robertinoides,Foram,#e7f0e7,NA,1200,0,species_50,4
Robertsonites tuberc,Ostracode,Robertsonites,Ostracode,#e7f0e7,NA,1200,0,species_57,4
Roundstonia globulif,Ostracode,Roundstonia,Ostracode,#e7f0e7,NA,1200,0.2737828209526323,species_35,4
Sarsicytheridea brad,Ostracode,Sarsicytheridea,Ostracode,#e7f0e7,NA,1200,0.2331002331002331,species_38,4
Schizocythere ikeyai,Ostracode,Schizocythere,Ostracode,#e7f0e7,NA,1200,0,species_59,4
Sclerochilus spp....,Ostracode,Sclerochilus,Ostracode,#e7f0e7,NA,1200,0,species_54,4
Semicytherura compla,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,1200,7.089795297342468,species_31,4
Semicytherura spp...,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,1200,0,species_42,4
Spiroplectammina biformis,Foram,Spiroplectammina,Spiroplectammina,#dd605a,S. biformis,1200,12.002877646284784,species_11,6
Spiroplectammina earlandi,Foram,Spiroplectammina,Spiroplectammina,#dd605a,NA,1200,0.6030528313824739,species_51,6
Stainforthia loeblichi,Foram,Stainforthia,Foram,#e7f0e7,NA,1200,1.0819558432551148,species_12,4
Stanforthia feylingi,Foram,Stanforthia,Foram,#e7f0e7,NA,1200,5.670917561063688,species_13,4
