species,type,genus,name,hexcode,species_name,decade,pct_abundance,species_id,bar_order
Elphidium agg. Large,Foram,Elphidium,Elphidium,#697a93,NA,400,0.32689353077702593,species_23,1
Elphidium agg. Small,Foram,Elphidium,Elphidium,#697a93,NA,400,0.5761498479945082,species_24,1
Elphidium bartletti,Foram,Elphidium,Elphidium,#697a93,NA,400,1.4113628191298093,species_4,1
Elphidium excavatum clavatum,Foram,Elphidium,Elphidium,#697a93,E. excavatum,400,10.800562256872936,species_5,1
Elphidium incertum,Foram,Elphidium,Elphidium,#697a93,NA,400,0.4887058285116538,species_6,1
Eucythere sp....85,Ostracode,Eucythere,Ostracode,#e7f0e7,NA,400,0.5952380952380952,species_41,4
Haynesina orbicular,Foram,Haynesina,Foram,#e7f0e7,NA,400,0.24271844660194178,species_7,4
Heterocyprideis sorb,Ostracode,Heterocyprideis,Ostracode,#e7f0e7,NA,400,0,species_33,4
Jonesia acuminata (S,Ostracode,Jonesia,Ostracode,#e7f0e7,NA,400,0,species_60,4
Kotoracythere arctob,Ostracode,Kotoracythere,Kotoracythere,#c49051,K. arctoborealis,400,1.7857142857142856,species_25,5
Lagena mollis,Foram,Lagena,Foram,#e7f0e7,NA,400,0.24271844660194172,species_8,4
Nonion agg.,Foram,Nonion,Foram,#e7f0e7,NA,400,0,species_43,4
Nonion labridoricum,Foram,Nonion,Foram,#e7f0e7,NA,400,0.1618122977346278,species_26,4
Normanicythere leiod,Ostracode,Normanicythere,Ostracode,#e7f0e7,NA,400,0,species_34,4
Other...122,Ostracode,Other,Ostracode,#e7f0e7,NA,400,0,species_56,4
Palmenella limicola ,Ostracode,Palmenella,Ostracode,#e7f0e7,NA,400,0.5952380952380952,species_27,4
Paracyprideis pseudo,Ostracode,Paracyprideis,Paracyprideis,#729C9D,P. pseudopunctillata,400,39.88095238095239,species_28,3
Planktic,Foram,Planktic,Foram,#e7f0e7,NA,400,0,species_46,4
Polymorphinids,Foram,Polymorphinids,Foram,#e7f0e7,NA,400,0.4985126344349645,species_9,4
Pyrgo williamsoni,Foram,Pyrgo,Foram,#e7f0e7,NA,400,0,species_10,4
Quinqueloculina arctica,Foram,Quinqueloculina,Foram,#e7f0e7,NA,400,0,species_61,4
Quinqueloculina seminulem,Foram,Quinqueloculina,Foram,#e7f0e7,NA,400,0,species_29,4
Rabilimis mirabilis ,Ostracode,Rabilimis,Ostracode,#e7f0e7,NA,400,0,species_30,4
Robertinoides,Foram,Robertinoides,Foram,#e7f0e7,NA,400,0,species_50,4
Robertsonites tuberc,Ostracode,Robertsonites,Ostracode,#e7f0e7,NA,400,0,species_57,4
Roundstonia globulif,Ostracode,Roundstonia,Ostracode,#e7f0e7,NA,400,0,species_35,4
Sarsicytheridea brad,Ostracode,Sarsicytheridea,Ostracode,#e7f0e7,NA,400,0,species_38,4
Schizocythere ikeyai,Ostracode,Schizocythere,Ostracode,#e7f0e7,NA,400,0,species_59,4
Sclerochilus spp....,Ostracode,Sclerochilus,Ostracode,#e7f0e7,NA,400,0,species_54,4
Semicytherura compla,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,400,1.7857142857142856,species_31,4
Semicytherura spp...,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,400,0,species_42,4
Spiroplectammina biformis,Foram,Spiroplectammina,Spiroplectammina,#dd605a,S. biformis,400,0.0809061488673139,species_11,6
Spiroplectammina earlandi,Foram,Spiroplectammina,Spiroplectammina,#dd605a,NA,400,0,species_51,6
Stainforthia loeblichi,Foram,Stainforthia,Foram,#e7f0e7,NA,400,2.4533359484815795,species_12,4
Stanforthia feylingi,Foram,Stanforthia,Foram,#e7f0e7,NA,400,1.22993690954856,species_13,4
Textularia torquata,Foram,Textularia,Foram,#e7f0e7,NA,400,0,species_44,4
Triloculina frigida,Foram,Triloculina,Foram,#e7f0e7,NA,400,0.0809061488673139,species_14,4
Trochammina,Foram,Trochammina,Foram,#e7f0e7,NA,400,0,species_15,4
Acanthocythereis dun,Ostracode,Acanthocythereis,Ostracode,#e7f0e7,NA,500,1.2500000000000002,species_16,4
Agglutinated indet.,Foram,Agglutinated,Foram,#e7f0e7,NA,500,0,species_45,4
Argilloecia spp....6,Ostracode,Argilloecia,Ostracode,#e7f0e7,NA,500,0,species_47,4
Biserial Foram,Foram,Biserial,Foram,#e7f0e7,NA,500,0,species_48,4
Bolivina arctica,Foram,Bolivina,Foram,#e7f0e7,NA,500,0,species_62,4
Buccella frigida,Foram,Buccella,Foram,#e7f0e7,NA,500,0.12135922330097089,species_1,4
Bythocythere constri,Ostracode,Bythocythere,Ostracode,#e7f0e7,NA,500,0,species_17,4
Cassidulina reniforme,Foram,Cassidulina,Cassidulina,#3c475a,C. reniforme,500,21.564790964929664,species_2,2
Cassidulina teretis,Foram,Cassidulina,Cassidulina,#3c475a,NA,500,10.706855557757084,species_3,2
Cluthia cluthae (Bra,Ostracode,Cluthia,Ostracode,#e7f0e7,NA,500,1.2500000000000002,species_18,4
Cyclogyra,Foram,Cyclogyra,Foram,#e7f0e7,NA,500,0,species_39,4
Cytheromorpha macche,Ostracode,Cytheromorpha,Ostracode,#e7f0e7,NA,500,0,species_32,4
Cytheropteron arctic,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,500,0,species_55,4
Cytheropteron biconv,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,500,0,species_40,4
Cytheropteron elaeni,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,500,1.8750000000000002,species_19,4
Cytheropteron inflat,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,500,0,species_52,4
Cytheropteron montro,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,500,0.6250000000000001,species_36,4
Cytheropteron nodoso,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,500,0,species_58,4
Cytheropteron parala,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,500,0,species_53,4
Cytheropteron spp...,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,500,0,species_37,4
Dentalina,Foram,Dentalina,Foram,#e7f0e7,NA,500,0,species_49,4
E. subarcticum,Foram,Elphidium,Elphidium,#697a93,NA,500,0.12135922330097089,species_20,1
Elofsonella concinna,Ostracode,Elofsonella,Ostracode,#e7f0e7,NA,500,0,species_21,4
Elphidiella groenlandica,Foram,Elphidiella,Foram,#e7f0e7,NA,500,0,species_22,4
Elphidium agg. Large,Foram,Elphidium,Elphidium,#697a93,NA,500,0,species_23,1
Elphidium agg. Small,Foram,Elphidium,Elphidium,#697a93,NA,500,0,species_24,1
Elphidium bartletti,Foram,Elphidium,Elphidium,#697a93,NA,500,0.3640776699029127,species_4,1
Elphidium excavatum clavatum,Foram,Elphidium,Elphidium,#697a93,E. excavatum,500,12.021993263324749,species_5,1
Elphidium incertum,Foram,Elphidium,Elphidium,#697a93,NA,500,0.5102040816326531,species_6,1
Eucythere sp....85,Ostracode,Eucythere,Ostracode,#e7f0e7,NA,500,0,species_41,4
Haynesina orbicular,Foram,Haynesina,Foram,#e7f0e7,NA,500,1.1417673865662772,species_7,4
Heterocyprideis sorb,Ostracode,Heterocyprideis,Ostracode,#e7f0e7,NA,500,0,species_33,4
Jonesia acuminata (S,Ostracode,Jonesia,Ostracode,#e7f0e7,NA,500,0,species_60,4
Kotoracythere arctob,Ostracode,Kotoracythere,Kotoracythere,#c49051,K. arctoborealis,500,2.5000000000000004,species_25,5
Lagena mollis,Foram,Lagena,Foram,#e7f0e7,NA,500,0.5102040816326531,species_8,4
Nonion agg.,Foram,Nonion,Foram,#e7f0e7,NA,500,0,species_43,4
Nonion labridoricum,Foram,Nonion,Foram,#e7f0e7,NA,500,0,species_26,4
Normanicythere leiod,Ostracode,Normanicythere,Ostracode,#e7f0e7,NA,500,0,species_34,4
Other...122,Ostracode,Other,Ostracode,#e7f0e7,NA,500,0,species_56,4
Palmenella limicola ,Ostracode,Palmenella,Ostracode,#e7f0e7,NA,500,2.5000000000000004,species_27,4
Paracyprideis pseudo,Ostracode,Paracyprideis,Paracyprideis,#729C9D,P. pseudopunctillata,500,33.12500000000001,species_28,3
Planktic,Foram,Planktic,Foram,#e7f0e7,NA,500,0,species_46,4
Polymorphinids,Foram,Polymorphinids,Foram,#e7f0e7,NA,500,1.3597186447394494,species_9,4
Pyrgo williamsoni,Foram,Pyrgo,Foram,#e7f0e7,NA,500,0.24271844660194178,species_10,4
Quinqueloculina arctica,Foram,Quinqueloculina,Foram,#e7f0e7,NA,500,0,species_61,4
Quinqueloculina seminulem,Foram,Quinqueloculina,Foram,#e7f0e7,NA,500,0,species_29,4
Rabilimis mirabilis ,Ostracode,Rabilimis,Ostracode,#e7f0e7,NA,500,1.2500000000000002,species_30,4
Robertinoides,Foram,Robertinoides,Foram,#e7f0e7,NA,500,0,species_50,4
Robertsonites tuberc,Ostracode,Robertsonites,Ostracode,#e7f0e7,NA,500,0,species_57,4
Roundstonia globulif,Ostracode,Roundstonia,Ostracode,#e7f0e7,NA,500,1.2500000000000002,species_35,4
Sarsicytheridea brad,Ostracode,Sarsicytheridea,Ostracode,#e7f0e7,NA,500,1.2500000000000002,species_38,4
Schizocythere ikeyai,Ostracode,Schizocythere,Ostracode,#e7f0e7,NA,500,0,species_59,4
Sclerochilus spp....,Ostracode,Sclerochilus,Ostracode,#e7f0e7,NA,500,0,species_54,4
Semicytherura compla,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,500,2.5000000000000004,species_31,4
Semicytherura spp...,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,500,0.6250000000000001,species_42,4
Spiroplectammina biformis,Foram,Spiroplectammina,Spiroplectammina,#dd605a,S. biformis,500,0,species_11,6
Spiroplectammina earlandi,Foram,Spiroplectammina,Spiroplectammina,#dd605a,NA,500,0,species_51,6
Stainforthia loeblichi,Foram,Stainforthia,Foram,#e7f0e7,NA,500,0.8495145631067963,species_12,4
Stanforthia feylingi,Foram,Stanforthia,Foram,#e7f0e7,NA,500,0.48543689320388356,species_13,4
Textularia torquata,Foram,Textularia,Foram,#e7f0e7,NA,500,0,species_44,4
Triloculina frigida,Foram,Triloculina,Foram,#e7f0e7,NA,500,0,species_14,4
Trochammina,Foram,Trochammina,Foram,#e7f0e7,NA,500,0,species_15,4
Acanthocythereis dun,Ostracode,Acanthocythereis,Ostracode,#e7f0e7,NA,600,1.1235955056179778,species_16,4
Agglutinated indet.,Foram,Agglutinated,Foram,#e7f0e7,NA,600,0,species_45,4
Argilloecia spp....6,Ostracode,Argilloecia,Ostracode,#e7f0e7,NA,600,0,species_47,4
Biserial Foram,Foram,Biserial,Foram,#e7f0e7,NA,600,0,species_48,4
Bolivina arctica,Foram,Bolivina,Foram,#e7f0e7,NA,600,0,species_62,4
Buccella frigida,Foram,Buccella,Foram,#e7f0e7,NA,600,0.6136669570037216,species_1,4
Bythocythere constri,Ostracode,Bythocythere,Ostracode,#e7f0e7,NA,600,0,species_17,4
Cassidulina reniforme,Foram,Cassidulina,Cassidulina,#3c475a,C. reniforme,600,29.675981961396484,species_2,2
Cassidulina teretis,Foram,Cassidulina,Cassidulina,#3c475a,NA,600,4.751064254983806,species_3,2
Cluthia cluthae (Bra,Ostracode,Cluthia,Ostracode,#e7f0e7,NA,600,0.28089887640449446,species_18,4
Cyclogyra,Foram,Cyclogyra,Foram,#e7f0e7,NA,600,0,species_39,4
Cytheromorpha macche,Ostracode,Cytheromorpha,Ostracode,#e7f0e7,NA,600,0,species_32,4
Cytheropteron arctic,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,600,0,species_55,4
Cytheropteron biconv,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,600,0,species_40,4
Cytheropteron elaeni,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,600,3.339575530586767,species_19,4
Cytheropteron inflat,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,600,0,species_52,4
Cytheropteron montro,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,600,4.4475655430711605,species_36,4
Cytheropteron nodoso,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,600,0,species_58,4
Cytheropteron parala,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,600,0,species_53,4
Cytheropteron spp...,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,600,0,species_37,4
Dentalina,Foram,Dentalina,Foram,#e7f0e7,NA,600,0,species_49,4
E. subarcticum,Foram,Elphidium,Elphidium,#697a93,NA,600,0,species_20,1
Elofsonella concinna,Ostracode,Elofsonella,Ostracode,#e7f0e7,NA,600,0,species_21,4
Elphidiella groenlandica,Foram,Elphidiella,Foram,#e7f0e7,NA,600,0,species_22,4
Elphidium agg. Large,Foram,Elphidium,Elphidium,#697a93,NA,600,0,species_23,1
Elphidium agg. Small,Foram,Elphidium,Elphidium,#697a93,NA,600,0,species_24,1
Elphidium bartletti,Foram,Elphidium,Elphidium,#697a93,NA,600,1.166627075250086,species_4,1
Elphidium excavatum clavatum,Foram,Elphidium,Elphidium,#697a93,E. excavatum,600,10.044530917125737,species_5,1
Elphidium incertum,Foram,Elphidium,Elphidium,#697a93,NA,600,0.09633911368015415,species_6,1
Eucythere sp....85,Ostracode,Eucythere,Ostracode,#e7f0e7,NA,600,0,species_41,4
Haynesina orbicular,Foram,Haynesina,Foram,#e7f0e7,NA,600,0.7707129094412332,species_7,4
Heterocyprideis sorb,Ostracode,Heterocyprideis,Ostracode,#e7f0e7,NA,600,0,species_33,4
Jonesia acuminata (S,Ostracode,Jonesia,Ostracode,#e7f0e7,NA,600,0,species_60,4
Kotoracythere arctob,Ostracode,Kotoracythere,Kotoracythere,#c49051,K. arctoborealis,600,2.528089887640449,species_25,5
Lagena mollis,Foram,Lagena,Foram,#e7f0e7,NA,600,0,species_8,4
Nonion agg.,Foram,Nonion,Foram,#e7f0e7,NA,600,0,species_43,4
Nonion labridoricum,Foram,Nonion,Foram,#e7f0e7,NA,600,0,species_26,4
Normanicythere leiod,Ostracode,Normanicythere,Ostracode,#e7f0e7,NA,600,0,species_34,4
Other...122,Ostracode,Other,Ostracode,#e7f0e7,NA,600,0,species_56,4
Palmenella limicola ,Ostracode,Palmenella,Ostracode,#e7f0e7,NA,600,1.388888888888889,species_27,4
Paracyprideis pseudo,Ostracode,Paracyprideis,Paracyprideis,#729C9D,P. pseudopunctillata,600,16.55742821473159,species_28,3
Planktic,Foram,Planktic,Foram,#e7f0e7,NA,600,0,species_46,4
Polymorphinids,Foram,Polymorphinids,Foram,#e7f0e7,NA,600,1.1125659385616629,species_9,4
Pyrgo williamsoni,Foram,Pyrgo,Foram,#e7f0e7,NA,600,0,species_10,4
Quinqueloculina arctica,Foram,Quinqueloculina,Foram,#e7f0e7,NA,600,0,species_61,4
Quinqueloculina seminulem,Foram,Quinqueloculina,Foram,#e7f0e7,NA,600,0,species_29,4
Rabilimis mirabilis ,Ostracode,Rabilimis,Ostracode,#e7f0e7,NA,600,0,species_30,4
Robertinoides,Foram,Robertinoides,Foram,#e7f0e7,NA,600,0,species_50,4
Robertsonites tuberc,Ostracode,Robertsonites,Ostracode,#e7f0e7,NA,600,0,species_57,4
Roundstonia globulif,Ostracode,Roundstonia,Ostracode,#e7f0e7,NA,600,0,species_35,4
Sarsicytheridea brad,Ostracode,Sarsicytheridea,Ostracode,#e7f0e7,NA,600,2.5124843945068664,species_38,4
Schizocythere ikeyai,Ostracode,Schizocythere,Ostracode,#e7f0e7,NA,600,0,species_59,4
Sclerochilus spp....,Ostracode,Sclerochilus,Ostracode,#e7f0e7,NA,600,0,species_54,4
Semicytherura compla,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,600,17.82147315855181,species_31,4
Semicytherura spp...,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,600,0,species_42,4
Spiroplectammina biformis,Foram,Spiroplectammina,Spiroplectammina,#dd605a,S. biformis,600,0.9805945499587119,species_11,6
Spiroplectammina earlandi,Foram,Spiroplectammina,Spiroplectammina,#dd605a,NA,600,0,species_51,6
Stainforthia loeblichi,Foram,Stainforthia,Foram,#e7f0e7,NA,600,0.7879163225984037,species_12,4
Stanforthia feylingi,Foram,Stanforthia,Foram,#e7f0e7,NA,600,0,species_13,4
Textularia torquata,Foram,Textularia,Foram,#e7f0e7,NA,600,0,species_44,4
Triloculina frigida,Foram,Triloculina,Foram,#e7f0e7,NA,600,0,species_14,4
Trochammina,Foram,Trochammina,Foram,#e7f0e7,NA,600,0,species_15,4
Acanthocythereis dun,Ostracode,Acanthocythereis,Ostracode,#e7f0e7,NA,700,1.8075045759609518,species_16,4
Agglutinated indet.,Foram,Agglutinated,Foram,#e7f0e7,NA,700,0,species_45,4
Argilloecia spp....6,Ostracode,Argilloecia,Ostracode,#e7f0e7,NA,700,0,species_47,4
Biserial Foram,Foram,Biserial,Foram,#e7f0e7,NA,700,0,species_48,4
Bolivina arctica,Foram,Bolivina,Foram,#e7f0e7,NA,700,0,species_62,4
Buccella frigida,Foram,Buccella,Foram,#e7f0e7,NA,700,1.0112353002124022,species_1,4
Bythocythere constri,Ostracode,Bythocythere,Ostracode,#e7f0e7,NA,700,0.2272727272727272,species_17,4
Cassidulina reniforme,Foram,Cassidulina,Cassidulina,#3c475a,C. reniforme,700,18.2756347503604,species_2,2
Cassidulina teretis,Foram,Cassidulina,Cassidulina,#3c475a,NA,700,6.199490849070398,species_3,2
Cluthia cluthae (Bra,Ostracode,Cluthia,Ostracode,#e7f0e7,NA,700,1.5802318486882243,species_18,4
Cyclogyra,Foram,Cyclogyra,Foram,#e7f0e7,NA,700,0.06157635467980294,species_39,4
Cytheromorpha macche,Ostracode,Cytheromorpha,Ostracode,#e7f0e7,NA,700,0,species_32,4
Cytheropteron arctic,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,700,0,species_55,4
Cytheropteron biconv,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,700,0,species_40,4
Cytheropteron elaeni,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,700,1.737339841366687,species_19,4
Cytheropteron inflat,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,700,0,species_52,4
Cytheropteron montro,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,700,0.8984136668700426,species_36,4
Cytheropteron nodoso,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,700,0,species_58,4
Cytheropteron parala,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,700,0,species_53,4
Cytheropteron spp...,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,700,0.16778523489932884,species_37,4
Dentalina,Foram,Dentalina,Foram,#e7f0e7,NA,700,0,species_49,4
E. subarcticum,Foram,Elphidium,Elphidium,#697a93,NA,700,0.6224004621400638,species_20,1
Elofsonella concinna,Ostracode,Elofsonella,Ostracode,#e7f0e7,NA,700,0,species_21,4
Elphidiella groenlandica,Foram,Elphidiella,Foram,#e7f0e7,NA,700,0.06157635467980294,species_22,4
Elphidium agg. Large,Foram,Elphidium,Elphidium,#697a93,NA,700,0.12315270935960589,species_23,1
Elphidium agg. Small,Foram,Elphidium,Elphidium,#697a93,NA,700,0.6281137321619013,species_24,1
Elphidium bartletti,Foram,Elphidium,Elphidium,#697a93,NA,700,0.6240949204148821,species_4,1
Elphidium excavatum clavatum,Foram,Elphidium,Elphidium,#697a93,E. excavatum,700,9.102274950114953,species_5,1
Elphidium incertum,Foram,Elphidium,Elphidium,#697a93,NA,700,0.6260279101056038,species_6,1
Eucythere sp....85,Ostracode,Eucythere,Ostracode,#e7f0e7,NA,700,0.2272727272727272,species_41,4
Haynesina orbicular,Foram,Haynesina,Foram,#e7f0e7,NA,700,0.6900125628140702,species_7,4
Heterocyprideis sorb,Ostracode,Heterocyprideis,Ostracode,#e7f0e7,NA,700,0.5033557046979864,species_33,4
Jonesia acuminata (S,Ostracode,Jonesia,Ostracode,#e7f0e7,NA,700,0,species_60,4
Kotoracythere arctob,Ostracode,Kotoracythere,Kotoracythere,#c49051,K. arctoborealis,700,4.010067114093959,species_25,5
Lagena mollis,Foram,Lagena,Foram,#e7f0e7,NA,700,0.06249999999999999,species_8,4
Nonion agg.,Foram,Nonion,Foram,#e7f0e7,NA,700,0.06157635467980294,species_43,4
Nonion labridoricum,Foram,Nonion,Foram,#e7f0e7,NA,700,0.06249999999999999,species_26,4
Normanicythere leiod,Ostracode,Normanicythere,Ostracode,#e7f0e7,NA,700,0.2272727272727272,species_34,4
Other...122,Ostracode,Other,Ostracode,#e7f0e7,NA,700,0,species_56,4
Palmenella limicola ,Ostracode,Palmenella,Ostracode,#e7f0e7,NA,700,0.7901159243441122,species_27,4
Paracyprideis pseudo,Ostracode,Paracyprideis,Paracyprideis,#729C9D,P. pseudopunctillata,700,31.956985967053075,species_28,3
Planktic,Foram,Planktic,Foram,#e7f0e7,NA,700,0,species_46,4
Polymorphinids,Foram,Polymorphinids,Foram,#e7f0e7,NA,700,0.5673081904367195,species_9,4
Pyrgo williamsoni,Foram,Pyrgo,Foram,#e7f0e7,NA,700,0,species_10,4
Quinqueloculina arctica,Foram,Quinqueloculina,Foram,#e7f0e7,NA,700,0,species_61,4
Quinqueloculina seminulem,Foram,Quinqueloculina,Foram,#e7f0e7,NA,700,0.06157635467980294,species_29,4
Rabilimis mirabilis ,Ostracode,Rabilimis,Ostracode,#e7f0e7,NA,700,1.12568639414277,species_30,4
Robertinoides,Foram,Robertinoides,Foram,#e7f0e7,NA,700,0,species_50,4
Robertsonites tuberc,Ostracode,Robertsonites,Ostracode,#e7f0e7,NA,700,0,species_57,4
Roundstonia globulif,Ostracode,Roundstonia,Ostracode,#e7f0e7,NA,700,0.3950579621720561,species_35,4
Sarsicytheridea brad,Ostracode,Sarsicytheridea,Ostracode,#e7f0e7,NA,700,0.562843197071385,species_38,4
Schizocythere ikeyai,Ostracode,Schizocythere,Ostracode,#e7f0e7,NA,700,0,species_59,4
Sclerochilus spp....,Ostracode,Sclerochilus,Ostracode,#e7f0e7,NA,700,0,species_54,4
Semicytherura compla,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,700,3.7827943868212324,species_31,4
Semicytherura spp...,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,700,0,species_42,4
Spiroplectammina biformis,Foram,Spiroplectammina,Spiroplectammina,#dd605a,S. biformis,700,2.609320247828957,species_11,6
Spiroplectammina earlandi,Foram,Spiroplectammina,Spiroplectammina,#dd605a,NA,700,0,species_51,6
Stainforthia loeblichi,Foram,Stainforthia,Foram,#e7f0e7,NA,700,1.4424124552221265,species_12,4
Stanforthia feylingi,Foram,Stanforthia,Foram,#e7f0e7,NA,700,6.917154410644455,species_13,4
Textularia torquata,Foram,Textularia,Foram,#e7f0e7,NA,700,0.06443298969072164,species_44,4
Triloculina frigida,Foram,Triloculina,Foram,#e7f0e7,NA,700,0.12562814070351758,species_14,4
Trochammina,Foram,Trochammina,Foram,#e7f0e7,NA,700,0,species_15,4
Acanthocythereis dun,Ostracode,Acanthocythereis,Ostracode,#e7f0e7,NA,800,2.5913621262458477,species_16,4
Agglutinated indet.,Foram,Agglutinated,Foram,#e7f0e7,NA,800,0.09523809523809526,species_45,4
Argilloecia spp....6,Ostracode,Argilloecia,Ostracode,#e7f0e7,NA,800,0,species_47,4
Biserial Foram,Foram,Biserial,Foram,#e7f0e7,NA,800,0,species_48,4
Bolivina arctica,Foram,Bolivina,Foram,#e7f0e7,NA,800,0,species_62,4
Buccella frigida,Foram,Buccella,Foram,#e7f0e7,NA,800,0.8284531161308414,species_1,4
Bythocythere constri,Ostracode,Bythocythere,Ostracode,#e7f0e7,NA,800,0,species_17,4
Cassidulina reniforme,Foram,Cassidulina,Cassidulina,#3c475a,C. reniforme,800,10.494342887233884,species_2,2
Cassidulina teretis,Foram,Cassidulina,Cassidulina,#3c475a,NA,800,5.9542609575784935,species_3,2
Cluthia cluthae (Bra,Ostracode,Cluthia,Ostracode,#e7f0e7,NA,800,1.2956810631229239,species_18,4
Cyclogyra,Foram,Cyclogyra,Foram,#e7f0e7,NA,800,0.05000000000000001,species_39,4
Cytheromorpha macche,Ostracode,Cytheromorpha,Ostracode,#e7f0e7,NA,800,0,species_32,4
Cytheropteron arctic,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,800,0,species_55,4
Cytheropteron biconv,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,800,0,species_40,4
Cytheropteron elaeni,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,800,0.7142857142857144,species_19,4
Cytheropteron inflat,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,800,0,species_52,4
Cytheropteron montro,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,800,2.367109634551495,species_36,4
Cytheropteron nodoso,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,800,0,species_58,4
Cytheropteron parala,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,800,0,species_53,4
Cytheropteron spp...,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,800,0,species_37,4
Dentalina,Foram,Dentalina,Foram,#e7f0e7,NA,800,0,species_49,4
E. subarcticum,Foram,Elphidium,Elphidium,#697a93,NA,800,0.5465275640631092,species_20,1
Elofsonella concinna,Ostracode,Elofsonella,Ostracode,#e7f0e7,NA,800,1.519933554817276,species_21,4
Elphidiella groenlandica,Foram,Elphidiella,Foram,#e7f0e7,NA,800,0.05050505050505052,species_22,4
Elphidium agg. Large,Foram,Elphidium,Elphidium,#697a93,NA,800,0.9478672985781991,species_23,1
Elphidium agg. Small,Foram,Elphidium,Elphidium,#697a93,NA,800,1.9290990473454932,species_24,1
Elphidium bartletti,Foram,Elphidium,Elphidium,#697a93,NA,800,1.4357142857142862,species_4,1
Elphidium excavatum clavatum,Foram,Elphidium,Elphidium,#697a93,E. excavatum,800,9.50923349951786,species_5,1
Elphidium incertum,Foram,Elphidium,Elphidium,#697a93,NA,800,0.04739336492890996,species_6,1
Eucythere sp....85,Ostracode,Eucythere,Ostracode,#e7f0e7,NA,800,0,species_41,4
Haynesina orbicular,Foram,Haynesina,Foram,#e7f0e7,NA,800,0.10050505050505053,species_7,4
Heterocyprideis sorb,Ostracode,Heterocyprideis,Ostracode,#e7f0e7,NA,800,0.3571428571428572,species_33,4
Jonesia acuminata (S,Ostracode,Jonesia,Ostracode,#e7f0e7,NA,800,0,species_60,4
Kotoracythere arctob,Ostracode,Kotoracythere,Kotoracythere,#c49051,K. arctoborealis,800,1.2956810631229239,species_25,5
Lagena mollis,Foram,Lagena,Foram,#e7f0e7,NA,800,0.14812409812409816,species_8,4
Nonion agg.,Foram,Nonion,Foram,#e7f0e7,NA,800,0,species_43,4
Nonion labridoricum,Foram,Nonion,Foram,#e7f0e7,NA,800,0.2924057774768676,species_26,4
Normanicythere leiod,Ostracode,Normanicythere,Ostracode,#e7f0e7,NA,800,0.7142857142857144,species_34,4
Other...122,Ostracode,Other,Ostracode,#e7f0e7,NA,800,0,species_56,4
Palmenella limicola ,Ostracode,Palmenella,Ostracode,#e7f0e7,NA,800,0.7142857142857144,species_27,4
Paracyprideis pseudo,Ostracode,Paracyprideis,Paracyprideis,#729C9D,P. pseudopunctillata,800,29.003322259136215,species_28,3
Planktic,Foram,Planktic,Foram,#e7f0e7,NA,800,0.05000000000000001,species_46,4
Polymorphinids,Foram,Polymorphinids,Foram,#e7f0e7,NA,800,0.49030419291082805,species_9,4
Pyrgo williamsoni,Foram,Pyrgo,Foram,#e7f0e7,NA,800,0,species_10,4
Quinqueloculina arctica,Foram,Quinqueloculina,Foram,#e7f0e7,NA,800,0,species_61,4
Quinqueloculina seminulem,Foram,Quinqueloculina,Foram,#e7f0e7,NA,800,0,species_29,4
